id,name,type,typecode,address,location,tel,pname,cityname,adname,business_area,photos,lng,lat,rating,price_level,popularity,surrounding_population,competitors,transport
B0HDTML38U,和唐潮膳(航天大厦A座店),餐饮服务;中餐厅;潮州菜,050123,深南大道4019号航天大厦A座二楼,"114.051388,22.538356",0755-83223909,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0HDTML38U/comment/364fa94765ad16e6de6a9e9ca45f3de8_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/d0800fbcfa9d43e9c54587e843ae25ca'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/f56d7c4781dc983d51e0306b1189b582'}]",114.051388,22.538356,4.9,3,150,35000,10,0.5
B0HGKZIIT5,利宝阁(嘉里建设广场店),餐饮服务;中餐厅;广东菜(粤菜),050103,中心四路1-1号嘉里建设广场第三座裙楼第2层01室,"114.056909,22.535242",0755-83831666,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://img.alicdn.com/imgextra/i1/3695320962/O1CN01ORorow1Iydii5GGKM_!!3695320962-0-kbcontentapng.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGKZIIT5/comment/ee990dd2d24b1da684a7e544ef6a4759_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGKZIIT5/comment/ad474cf38a73a9ee472c7ee4fe858b6c_2048_2048_80.jpg'}]",114.056909,22.535242,3.8,4,160,38000,11,0.6
B0KAS7N3YK,渔舶汇蒸汽活海鲜·榴莲自助(领展中心城店),餐饮服务;中餐厅;海鲜酒楼,050119,福华一路3号领展中心城B1层,"114.059866,22.535646",0755-88285186,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0KAS7N3YK/comment/0d26bc5bb0caf591cd1497d255b237d7_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KAS7N3YK/comment/9ee0444cad0cb219c433df69d9401b69_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KAS7N3YK/comment/1e60846841def0c5ea63c6e7bc0f7393_2048_2048_80.jpg'}]",114.059866,22.535646,4.0,1,170,41000,12,0.7
B0FFL9M55V,农耕记·湖南土菜(领展中心城店),餐饮服务;中餐厅;湖南菜(湘菜),050108,福华一路3号领展中心城1层东走廊美食街,"114.060548,22.535711",0755-23942440,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9M55V/comment/content_media_external_images_media_100004801_1732342763511_43424595.jpg'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/e2c74520458e1ef093d1a8f4a9287e20'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9M55V/comment/content_media_external_file_100000025_1756093556106_55357393.jpg'}]",114.060548,22.535711,4.2,2,180,44000,13,0.8
B02F37WNQ2,胜记酒家(航天店),餐饮服务;中餐厅;广东菜(粤菜),050103,深南大道4019号航天大厦B座2楼,"114.050899,22.538354",0755-88266255;0755-88266277,广东省,深圳市,福田区,[],"[{'title': '产品图', 'url': 'http://store.is.autonavi.com/showpic/bef78f2e1565d5299469290bb03dd991'}, {'title': '产品图', 'url': 'http://store.is.autonavi.com/showpic/7c665558f066d29246485b280eb62382'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/17c61a27f14f0a0769f2ebfe6a4c042b'}]",114.050899,22.538354,4.5,2,190,47000,14,0.9
B0IKYUE7L4,费大厨辣椒炒肉(领展中心城店),餐饮服务;中餐厅;中餐厅,050100,领展中心城G层东广场(会展中心地铁站出入口旁),"114.060299,22.535348",0755-23608651,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/7d6e2626a8c4aa9dd8781b58544daf71'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IKYUE7L4/comment/9cd591beed977791c94c2e8577bc388f_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IKYUE7L4/comment/1106c9608aebb29831bef6afb62e4478_2048_2048_80.jpg'}]",114.060299,22.535348,4.7,3,50,5000,0,0.5
B02F38SXZK,岩盐日本料理(嘉里店),餐饮服务;外国餐厅;日本料理,050202,中心三路嘉里建设广场3座1层103A室,"114.057414,22.535412",0755-23894848,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F38SXZK/comment/B946FA3A_3795_4360_9D71_9249003C5600_L0_001_2016_113_1751174029444_33078432.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38SXZK/comment/4b7544af0f6b1a943f3ba0f05a8324a5_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F38SXZK/comment/5BC3083C_9541_4D5E_99AD_481FD801742E_L0_001_2016_113_1751174029444_54231147.jpg'}]",114.057414,22.535412,4.9,3,60,8000,1,0.6
B0FFKPHE3J,老碗会西安面馆(瑞思CC店),餐饮服务;中餐厅;中餐厅,050100,莲花街道福中一路1006号瑞思CC-times教育天地L1-09铺位(莲花村地铁A出口),"114.065888,22.547115",0755-82573393,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/240b166218ba85ae952060241b1a559e'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKPHE3J/comment/cc80bbd4baa6f6af8ccd261c086f7ed4_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/cfb6d81fd7131722e84fd932440456a0'}]",114.065888,22.547115,3.8,4,70,11000,2,0.7
B0FFKGECPI,黄晓猫剁椒大鱼头(福田店),餐饮服务;中餐厅;中餐厅,050100,福华一路138号国际商会大厦A座113-115号,"114.051445,22.537335",0755-83213303,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFKGECPI/comment/content_media_external_images_media_100013763_1725776964234_14954285.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKGECPI/comment/29ddce61226fdc0a51c84e318eed2ef5_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKGECPI/comment/content_media_external_images_media_100011426_1744104487643_43911253.jpg'}]",114.051445,22.537335,4.0,1,80,14000,3,0.8
B0HUPHNR9I,何止料理(深圳国际商会大厦店),餐饮服务;外国餐厅;日本料理,050202,福华一路138号深圳国际商会大厦A座F1层,"114.051252,22.537433",15622889494,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/050b59b90ffac63b02a3be867af51c40'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HUPHNR9I/comment/4572D91A_1044_4CE2_B8E4_FB8705CD0FEB_L0_001_2000_1500_1741497107819_84269395.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HUPHNR9I/comment/content_media_external_file_100001687_1745332133389_33458779.jpg'}]",114.051252,22.537433,4.2,2,90,17000,4,0.9
B0FFJ562X5,大阪烧肉BAKA一代(深圳购物公园店),餐饮服务;中餐厅;中餐厅,050100,福安社区民田路138号城建购物公园北门D区二楼204,"114.053330,22.536315",0755-82528707,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/3479e2e4463c006ffafe5d88c2d2857f'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJ562X5/comment/content_media_external_file_1000138496_ss__1752810712861_95112963.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJ562X5/comment/437c38d068a5746d9acba757660590a6_2048_2048_80.jpg'}]",114.05333,22.536315,4.5,2,100,20000,5,0.5
B02F37WNTR,潮江春(大中华国际交易广场店),餐饮服务;中餐厅;潮州菜,050123,福华一路1号大中华深圳喜来登酒店5层,"114.061490,22.535643",0755-23998333;0755-23998388,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F37WNTR/comment/2cbf8c6542b62592cff504e2093322cf_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/eb5d9430f9fbbfe6e4bb23eab6a68f9b'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F37WNTR/comment/6e7657dc2397971a21d0389fac76eec0_2048_2048_80.jpg'}]",114.06149,22.535643,4.7,3,110,23000,6,0.6
B0FFF4W672,西贝(领展中心城店),餐饮服务;中餐厅;西北菜,050115,福华一路3号中心城UG层RUGP06-007,"114.060232,22.535210",13238369856;13538225105;18718766136,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/877f4bb3ce56649ac9260c8d0ddb631f'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/086c2d482678d8c239ecc4745c95968c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/295c28e38a267491c87e3dd1404fc209'}]",114.060232,22.53521,4.9,3,120,26000,7,0.7
B0G02572Y1,黄记煌三汁焖锅(连城新天地店),餐饮服务;中餐厅;中餐厅,050100,岗厦汇连城新天地8号口,"114.059408,22.535038",18126312623,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0G02572Y1/comment/7cf6d07af3cdf615dbe9fe2e1485aa69_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0G02572Y1/comment/6a001ce3044a93953d1d0d488c64653a_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0G02572Y1/comment/content_media_external_images_media_78500_1671007319606_d8f78fd3.jpg'}]",114.059408,22.535038,3.8,4,130,29000,8,0.8
B0G0SU1KQW,炎珀•EMBER炭火和牛(嘉里建设广场店),餐饮服务;外国餐厅;日本料理,050202,中心四路1-1号嘉里建设广场3座1楼03C铺,"114.057615,22.535095",0755-88261317;17727904731,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0G0SU1KQW/comment/ce9697a588dfa9909e5c7b453de57e14_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0G0SU1KQW/comment/4c86dcb6df6fc6a5fed815e7ee8d8799_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0G0SU1KQW/comment/EA74AF5F_CC24_4A38_A4F3_8249DACB0D14_L0_001_1500_2000_1736518670408_33932295.jpg'}]",114.057615,22.535095,4.0,1,140,32000,9,0.9
B0LGDZ8YIW,一围肥牛肉小火锅(连城新天地店),餐饮服务;中餐厅;火锅店,050117,福田街道福华一路连城新天地一期C区C10A(85度c对面),"114.059160,22.535155",13237404744,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://store.is.autonavi.com/showpic/3276fa959aa17d9dc1c353c55f115954'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/679e8ec903e2d6f23911c6b4c4c38763?type=7'}, {'title': [], 'url': 'https://store.is.autonavi.com/showpic/195796846013ab765410dfe5387078ad'}]",114.05916,22.535155,4.2,2,150,35000,10,0.5
B0FFKW9KML,铭门盛宴·艺术海鲜姿造自助餐(皇庭中心店),餐饮服务;中餐厅;海鲜酒楼,050119,福田街道岗厦社区福华路355号岗厦皇庭大厦403,"114.063908,22.535402",0755-23991999,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFKW9KML/comment/4cdee6b4e8010d792776ba850c1810d4_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKW9KML/comment/b46a1cce0ad7efab64246ad5a3becb80_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKW9KML/comment/c10c330d1d600a5a50d1834d3ac86c3f_2048_2048_80.jpg'}]",114.063908,22.535402,4.5,2,160,38000,11,0.6
B0HAT10JHU,小炳胜(卓悦中心店),餐饮服务;中餐厅;广东菜(粤菜),050103,深南大道2005号One Avenue卓悦中心(西区)L5层L502,"114.065165,22.536445",0755-26908839,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0HAT10JHU/comment/d0abf40aabfc363259aa0fe027a0a01d_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c29a2fe4668ec5bad2216cd0820fb382'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/89387386e00f93018507d903d91b1fe3?type=7'}]",114.065165,22.536445,4.7,3,170,41000,12,0.7
B02F391N6L,唐宫·粤菜海鲜(彩德店),餐饮服务;中餐厅;海鲜酒楼,050119,彩田北路3030号平安国际五楼,"114.068500,22.543685",0755-82389366,广东省,深圳市,福田区,皇岗,"[{'title': [], 'url': 'https://aos-comment.amap.com/B02F391N6L/comment/eefcff7080be2f111a050eb461633736_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F391N6L/comment/9804dea56d091ec5c85cbfbebd12cac1_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B02F391N6L/comment/59731dabcd33868a0177752a57e5fafc_2048_2048_80.jpg'}]",114.0685,22.543685,4.9,3,180,44000,13,0.8
B0HRD5XVUQ,巴奴毛肚火锅(深圳卓悦中心店),餐饮服务;中餐厅;火锅店,050117,福华路与岗厦一路交叉口西北角卓悦中心东区二楼L231号,"114.066264,22.536120",0755-88315877,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0HRD5XVUQ/comment/49b73e770e160fad3676a9ecc61e9c38_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HRD5XVUQ/comment/content_media_external_images_media_100000028_1725883806693_48030456.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HRD5XVUQ/comment/961e504bd062e17024bbb86c39836a5d_2048_2048_80.jpg'}]",114.066264,22.53612,3.8,4,190,47000,14,0.9
B0HKDHV9RF,小蜇屋日韩食堂·茶歇(福田一店),餐饮服务;餐饮相关场所;餐饮相关,050000,国际商会大厦B座0102室,"114.050546,22.537193",18924648002,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/b288e671ec37b063de723ad88a4976b7'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HKDHV9RF/comment/936e9df578fddb274733e44e50ab4b7b_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HKDHV9RF/comment/2964ca08a42426e51a1a81e89c9d8eca_2048_2048_80.jpg'}]",114.050546,22.537193,4.0,1,50,5000,0,0.5
B0FFIKL88B,点都德(大中华店),餐饮服务;中餐厅;广东菜(粤菜),050103,深南大道和彩田路交汇处大中华国际金融中心D座四楼L4-01号,"114.068738,22.539269",0755-83219215;4001382828,广东省,深圳市,福田区,皇岗,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1aae5e9ecb08857e685abf103e14caa1'}, {'title': [], 'url': 'http://store.is.autonavi.com/query_pic?id=st619edafb-5a4c-4023-98ac-ad4285ba916f&user=search&operate=original'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/e6964d04de88470a00d9694a035b7fbb'}]",114.068738,22.539269,4.2,2,60,8000,1,0.6
B0FFFY1SME,shark鲨鱼餐吧(深圳购物公园店),餐饮服务;中餐厅;中餐厅,050100,福华路转中心二路购物公园B区1层(近信息枢纽大厦),"114.054474,22.535434",0755-82031999,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0f5b3ff841f42dd39ec00af0062defb5'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/54731fea34600603fbecd8cb5658f675'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFFY1SME/comment/D878323F_B510_4B4E_A3B6_56013F8390E4_L0_001_1630_2000_1734974608161_14373366.jpg'}]",114.054474,22.535434,4.5,2,70,11000,2,0.7
B0HAT104G9,陶陶居(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,福华三路One Avenue卓悦中心L2层L233-L234,"114.065991,22.535848",0755-82998870,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1c4e587418a265397cd368c6596d0e25'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HAT104G9/comment/AA46A628_A74F_446E_A74D_51A5039F4F79_L0_001_2048_1536__1669637317399_a7259ba3.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HAT104G9/comment/b941ae1f6fd7de37d4be0c2cb7734fc7_2048_2048_80.jpg'}]",114.065991,22.535848,4.7,3,80,14000,3,0.8
B0HGMX1ICI,费大厨辣椒炒肉(皇庭广场店),餐饮服务;中餐厅;中餐厅,050100,福华三路118号皇庭广场L1西门口,"114.059322,22.533790",0755-23481534,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX1ICI/comment/58f3ce1bc866739e953046d2c084d492_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX1ICI/comment/55422d123dae5f4f985391384b0f19c9_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX1ICI/comment/e3a3c8cbd433b7d2790ada17dcbd8f20_2048_2048_80.jpg'}]",114.059322,22.53379,4.9,3,90,17000,4,0.9
B0JRGH1BZE,星龙吟日料放题(深圳福田店),餐饮服务;外国餐厅;日本料理,050202,福田街道岗厦社区福华三路88号财富大厦4层4A,"114.063850,22.533384",0755-83179910,广东省,深圳市,福田区,皇岗,"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/1c88b8f4661654a9e8c6f56b84ae2fc7'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/3daec1299198203797be986b9458afa0'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/4f669ae89c2dddb4caf30ce9229f8db2'}]",114.06385,22.533384,3.8,4,100,20000,5,0.5
B0FFLLAWDG,麦当劳(深圳One Avenue·卓悦中心店),餐饮服务;快餐厅;麦当劳,050302,福田街道岗厦社区福华路北面岗厦城L1层126号商铺,"114.066835,22.536665",0755-82721974;4008517517,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFLLAWDG/comment/74a0ff3dfdd774c28fded9f9cf43b0c7_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLLAWDG/comment/2bd43c36c115a53bad6bde4f27fe992a_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLLAWDG/comment/10b6756d8e094e0f7914907bca9696c6_2048_2048_80.jpg'}]",114.066835,22.536665,4.0,1,110,23000,6,0.6
B0LBZZMQDI,脆鲜生-脆鲩鱼火锅-卓悦中心店,餐饮服务;中餐厅;火锅店,050117,福华路348号卓悦中心西区B2层华为商店旁边手扶梯下到负二,"114.065786,22.536424",19924569678,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0J255KGD1/comment/04ef6232bfe19784391c183c5614146b_2048_2048_80.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7142f2d07e701cffa56010e31e8d994c'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0J255KGD1/comment/89114674619df68becbffa87534c3385_2048_2048_80.jpg'}]",114.065786,22.536424,4.2,2,120,26000,7,0.7
B0GK9UQLJJ,珮姐重庆火锅(福田旗舰店),餐饮服务;中餐厅;火锅店,050117,民田路138号购物公园北园C区一层151-152号,"114.053612,22.534884",0755-83451989,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://img.alicdn.com/imgextra/i1/3695320962/O1CN011IydiR9hdBb1ZK0_!!3695320962-0-kbcontentapng.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/ef908a89ee4ff2c0209bd83e2dc0ad6b'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0GK9UQLJJ/comment/6c65fd1c95982d44bf50ea0cc4c21e49_2048_2048_80.jpg'}]",114.053612,22.534884,4.5,2,130,29000,8,0.8
B0FFKTAZ75,悦景酒家(华安保险总部大厦店),餐饮服务;中餐厅;中餐厅,050100,福华一路117号华安保险总部大厦F3层,"114.051231,22.536514",0755-82338008,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/6cf3f0b8fc79bfab819ce838da941285'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKTAZ75/comment/a09c7b7b75329f01ddfeebffaa691426_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFKTAZ75/comment/3392f2e502f24c4e395f67f52c79b8e5_2048_2048_80.jpg'}]",114.051231,22.536514,4.7,3,140,32000,9,0.9
B0FFL9RP1W,费大厨辣椒炒肉(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,福田街道福华路348号卓悦中心商场,"114.065527,22.536130",0755-23992351,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9RP1W/comment/0ec2ef44bdb43c92ba9c89295688c55f_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFL9RP1W/comment/8ACAEE29_F22B_4FD7_8C6C_23E8057E2E96_L0_001_1284_697_1731911387740_65461343.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/7256476cd5af0a6cb917c90adb49acbc'}]",114.065527,22.53613,4.9,3,150,35000,10,0.5
B02F37VW7E,肯德基(星河店),餐饮服务;快餐厅;肯德基,050301,福华路星河CoCoPark花园负一楼B1C-076A商铺,"114.054529,22.534049",0755-88312096,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/cf64ea8e22533b4bba864a3b10c322fb'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/5e7a78fbf85fe3383000778fbcbe083c'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/6ee15ca4c3b793d75f726e683de06ce3'}]",114.054529,22.534049,3.8,4,160,38000,11,0.6
B0KRS7H9TF,COMMUNE·X幻师(福田COCOPark店),体育休闲服务;娱乐场所;娱乐场所|餐饮服务;餐饮相关场所;餐饮相关,080300|050000,福田街道福华三路福田星河COCOpark商场一楼L1s-041号,"114.054540,22.533907",18018746541,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0KRS7H9TF/comment/content_media_external_file_554_1752579502492_98100806.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KRS7H9TF/comment/%5B2025-01-09-17-36-09%5DC1F7E3CD-D0C6-47B3-9E74-100086A8115_1736415371187_77092311.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0KRS7H9TF/comment/DA275185_8603_49A8_9E2C_DAB9E5897899_L0_001_1280_1707_1730728043269_34592144.jpg'}]",114.05454,22.533907,4.0,1,170,41000,12,0.7
B0H0LSHHAM,the eating table(卓悦中心店),餐饮服务;外国餐厅;西餐厅(综合风味),050201,福华一路348号深圳One Avenue·卓悦中心L1层,"114.065892,22.537764",0755-83228292,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/5dd53cf66276094d0ea607aaa37bd954'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H0LSHHAM/comment/content_media_external_images_media_100065855_1742544044235_39848546.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0H0LSHHAM/comment/content_media_external_images_media_100065855_1742544044236_82520625.jpg'}]",114.065892,22.537764,4.2,2,180,44000,13,0.8
B0FFL7Y4FS,大無烧肉(深圳One Avenue·卓悦中心店),餐饮服务;外国餐厅;日本料理,050202,福华一路348号深圳卓悦中心L2层,"114.066447,22.536479",0755-83265286;19926512912,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFL7Y4FS/comment/A53EF0F3_0C4B_45B3_A892_87DF3188F719_L0_001_1280_1707_1742568055944_66389877.jpg'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/c05db4e305c115d1153f43b081e2264f?type=7'}, {'title': [], 'url': 'http://store.is.autonavi.com/showpic/04b002695c0cd160074f445e10cf5fc3'}]",114.066447,22.536479,4.5,2,190,47000,14,0.9
B0JUFSOBP8,破店肥哈·东北烧烤(皇庭广场店),餐饮服务;中餐厅;中餐厅,050100,福田街道福安社区福华二路118号皇庭国商购物广场G-19,"114.060658,22.533723",19926485179,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0JUFSOBP8/comment/36d824c17473e7abc96fb29dbd25cbf3_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0JUFSOBP8/comment/content_media_external_images_media_100007465_1735404871024_37497526.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0I2LAWJME/comment/bcad9cfd5587f1ef1b5b481aa7a70012_2048_2048_80.jpg'}]",114.060658,22.533723,4.7,3,50,5000,0,0.5
B0FFJHY6JZ,海底捞火锅(深圳卓越店),餐饮服务;中餐厅;火锅店,050117,福华三路卓悦INTOWN购物中心4号楼L401、L402,"114.064496,22.532035",0755-23890492;0755-23890493,广东省,深圳市,福田区,皇岗,"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFJHY6JZ/comment/BDD08DED_F1B9_4BC6_9849_FE638B268D80_L0_001_1500_200_1753592003715_96018574.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJHY6JZ/comment/d59c63eb8c216580d866d99ef19e5f1d_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFJHY6JZ/comment/30A684AA_A90E_4D37_A231_F4964FDD0B9C_L0_001_1284_941_1752305405727_31511569.jpg'}]",114.064496,22.532035,4.9,3,60,8000,1,0.6
B0IRDKKM4Q,寿司郎(卓悦中心店),餐饮服务;外国餐厅;日本料理,050202,福华一路348号卓悦中心西区B2层,"114.065806,22.535721",18129964552,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'http://store.is.autonavi.com/showpic/0ab2a58c975ddd6d9772315438791af9'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IRDKKM4Q/comment/f33f2f17a28d73b79d91b25646a11881_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0IRDKKM4Q/comment/4209b982b35d450a8f34ed9a79dcb6c6_2048_2048_80.jpg'}]",114.065806,22.535721,3.8,4,70,11000,2,0.7
B0HGMX08XL,辣可可·小炒黄牛肉(皇庭广场店),餐饮服务;中餐厅;中餐厅,050100,福华三路118号皇庭广场L1层,"114.060515,22.533546",0755-23888099,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX08XL/comment/61a01a89879afe3adf9cb9f5c2892556_2048_2048_80.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX08XL/comment/content_media_external_images_media_100067631_1743391702881_55404889.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0HGMX08XL/comment/b1c8c8d7841fe2673c5b22720037c568_2048_2048_80.jpg'}]",114.060515,22.533546,4.0,1,80,14000,3,0.8
B0FFLII65G,隐厨·中国菜馆(卓悦中心店),餐饮服务;中餐厅;中餐厅,050100,福田街道岗厦社区深南大道南侧岗厦天元花园L3层L305-306,"114.065102,22.536454",18620301851,广东省,深圳市,福田区,[],"[{'title': [], 'url': 'https://aos-comment.amap.com/B0FFLII65G/comment/content_media_external_images_media_100007664_1732422849347_73741785.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLII65G/comment/content_media_external_images_media_100009100_1733368356372_91175714.jpg'}, {'title': [], 'url': 'https://aos-comment.amap.com/B0FFLII65G/comment/content_media_external_images_media_100009100_1733368356374_76655532.jpg'}]",114.065102,22.536454,4.2,2,90,17000,4,0.9
